11018	1
11020	45
11023	70
11025	90
11031	2
11037	40
11043	1
11044	55
11050	40
11057	45
11058	30
11070	85
11072	45
11088	40
11112	30
11121	60
11135	50
11136	35
11147	35
11149	30
11174	1
11209	85
11224	40
11225	50
11235	40
11237	45
11250	50
11253	40
11263	85
11306	60
11310	75
11311	2
11312	65
11313	30
11315	85
11317	35
11318	100
11319	30
11322	70
11324	95
11329	90
11331	55
11332	30
11333	75
11337	65
11650	100
11655	65
11659	1
11869	40
11871	30
14217	30
14219	2
14220	2
14229	2
14230	65
14234	50
14235	90
14268	55
14278	40
14614	40
14615	2
14880	40
14886	75
14897	65
14965	65
14966	50
14974	65
14977	90
14980	60
14984	45
15145	40
15200	45
15338	50
15378	35
15416	45
15461	2
15586	60
15618	60
15648	35
15675	35
16064	70
16065	1
16067	35
16068	2
16070	55
16074	40
16075	95
16076	1
16077	70
16079	2
16093	75
16165	55
16324	40
16327	2
16363	50
16391	40
16414	55
16416	2
16483	50
16504	1
16531	30
16546	60
16570	35
16577	2
16584	80
16621	95
16717	70
17101	45
17102	80
17103	70
17104	40
17119	45
17122	2
17126	60
17128	35
17130	40
17131	50
17146	80
17187	40
17202	2
17432	30
17594	30
17611	55
17633	55
17670	60
17701	60
17702	50
17704	30
17726	2
17795	100
18251	35
18254	35
18269	75
18296	30
18394	60
18474	45
18529	40
18564	75
18630	35
18676	35
18701	55
18739	35
18766	50
18779	50
18903	35
18917	35
19466	60
19467	75
19468	40
19469	2
19470	40
19507	70
20666	30
20667	30
20668	2
20669	35
20670	85
20671	40
20673	2
20677	60
20678	2
20679	2
20682	40
20683	30
20686	100
20688	40
20698	2
20703	50
20846	50
20861	35
20917	2
20962	35
20996	30
21070	40
21240	40
21262	40
21280	35
21338	40
21360	45
21415	40
21451	2
22283	2
22284	40
22285	60
22286	35
22288	40
22289	40
22291	45
22295	2
22297	40
22310	35
22313	45
22329	40
22338	75
22417	35
22462	40
22588	30
22703	2
22777	80
22781	45
22790	30
22806	35
22901	60
22936	40
22966	2
22985	30
23004	65
23041	50
23098	45
23167	35
24216	70
24220	60
24222	50
24262	35
24294	55
24296	50
24299	55
24300	40
24301	30
24302	2
24307	2
24312	40
24724	50
24873	50
24896	50
25306	45
25369	30
25417	55
25437	35
25486	55
25739	70
25756	1
26844	40
26846	30
26854	40
26876	2
26889	85
26965	40
27043	2
27094	35
27163	80
27249	75
27284	65
27348	65
27545	2
27586	1
27672	35
27736	40
27738	40
27785	35
27798	65
27840	35
27908	30
27938	75
27981	40
28021	35
28055	40
28063	35
28083	75
28104	40
28122	60
28154	55
28183	40
28193	35
28222	40
31134	35
31136	2
31138	60
31142	40
31143	2
31144	80
31145	40
31148	40
31154	50
31169	65
31172	45
31238	40
31265	35
31456	85
31625	90
31651	80
31724	55
31725	35
32235	2
32236	70
32237	50
32239	90
32364	70
32384	2
32391	35
32402	60
32433	45
32795	30
32797	40
32798	35
32799	45
32800	40
32801	35
32802	2
32805	40
32807	35
32808	2
32810	30
32811	80
32818	40
32821	30
32823	50
32827	30
32833	30
32835	35
32861	40
32881	2
32891	75
32964	2
32971	55
32976	35
33043	100
33047	40
33081	1
33085	35
33109	40
33112	2
33125	2
33162	35
33307	30
33338	45
33390	40
33444	40
33480	40
33491	2
33521	2
33550	30
33579	30
33599	35
33635	35
33670	50
33711	35
33718	70
33757	40
33778	35
33783	40
33797	35
33802	30
34629	45
34631	35
34632	30
34635	40
34639	40
34642	90
34645	65
34648	40
34657	1
34908	40
34999	70
35034	75
35091	65
35171	30
35181	65
35197	65
35210	35
35236	30
35255	50
35300	35
35304	1
35309	35
35320	1
35365	55
35368	35
35384	50
35404	45
35407	30
35447	70
